age_mid,shap_mean,shap_median,model_label
48.0,0.8780250356392275,0.8762687748166503,PRE full (train)
53.0,0.6411900113798402,0.6479548678816189,PRE full (train)
59.0,0.4065944519788715,0.3739781795595813,PRE full (train)
63.0,0.18190457531265014,0.1913270540115562,PRE full (train)
69.0,-0.047071513898987095,-0.08264963431048146,PRE full (train)
73.0,-0.2667431182664702,-0.26530075985850654,PRE full (train)
78.0,-0.47907237972761235,-0.49361466679353794,PRE full (train)
83.0,-0.711254157300438,-0.7219285737285693,PRE full (train)
