age_mid,shap_mean,shap_median,model_label
48.0,0.934163462283906,0.9296241047661993,POST full (train)
53.0,0.6881789207976045,0.6890381563277418,POST full (train)
59.0,0.4320357549370132,0.4003350182015929,POST full (train)
63.0,0.19884428638438476,0.20786625945082693,POST full (train)
68.0,-0.04309647148411808,-0.032719688987630544,POST full (train)
73.0,-0.2741030170899698,-0.273305637426088,POST full (train)
78.0,-0.4987959969429167,-0.5138915858645454,POST full (train)
83.0,-0.7452242285938315,-0.7544775343030029,POST full (train)
